,iso_code,region_group,income_group,country,year,category,sex,comp_upsec_v2_m
123706,ESP,Europe and Northern America,High income,Spain,2019,Sex,Male,
123707,FIN,Europe and Northern America,High income,Finland,2019,Sex,Female,
123708,FIN,Europe and Northern America,High income,Finland,2019,Sex,Male,
123709,FRA,Europe and Northern America,High income,France,2019,Sex,Female,
123710,FRA,Europe and Northern America,High income,France,2019,Sex,Male,
123711,GEO,Northern Africa and Western Asia,Upper middle income,Georgia,2019,Sex,Female,
123712,GEO,Northern Africa and Western Asia,Upper middle income,Georgia,2019,Sex,Male,
123713,HKG,Eastern and South-eastern Asia,High income,"Hong Kong, China",2019,Sex,Female,
123714,HKG,Eastern and South-eastern Asia,High income,"Hong Kong, China",2019,Sex,Male,
123715,HRV,Europe and Northern America,High income,Croatia,2019,Sex,Female,
123716,HRV,Europe and Northern America,High income,Croatia,2019,Sex,Male,
123717,HUN,Europe and Northern America,High income,Hungary,2019,Sex,Female,
123718,HUN,Europe and Northern America,High income,Hungary,2019,Sex,Male,
123719,IRL,Europe and Northern America,High income,Ireland,2019,Sex,Female,
123720,IRL,Europe and Northern America,High income,Ireland,2019,Sex,Male,
123721,IRN,Central and Southern Asia,Lower middle income,"Iran, Isl. Rep.",2019,Sex,Female,
123722,IRN,Central and Southern Asia,Lower middle income,"Iran, Isl. Rep.",2019,Sex,Male,
123723,ITA,Europe and Northern America,High income,Italy,2019,Sex,Female,
123724,ITA,Europe and Northern America,High income,Italy,2019,Sex,Male,
123725,JPN,Eastern and South-eastern Asia,High income,Japan,2019,Sex,Female,
123726,JPN,Eastern and South-eastern Asia,High income,Japan,2019,Sex,Male,
123727,KAZ,Central and Southern Asia,Upper middle income,Kazakhstan,2019,Sex,Female,
123728,KAZ,Central and Southern Asia,Upper middle income,Kazakhstan,2019,Sex,Male,
123729,KOR,Eastern and South-eastern Asia,High income,Rep. of Korea,2019,Sex,Female,
123730,KOR,Eastern and South-eastern Asia,High income,Rep. of Korea,2019,Sex,Male,
123731,KWT,Northern Africa and Western Asia,High income,Kuwait,2019,Sex,Female,
123732,KWT,Northern Africa and Western Asia,High income,Kuwait,2019,Sex,Male,
123733,LTU,Europe and Northern America,High income,Lithuania,2019,Sex,Female,
123734,LTU,Europe and Northern America,High income,Lithuania,2019,Sex,Male,
123735,LVA,Europe and Northern America,High income,Latvia,2019,Sex,Female,
123736,LVA,Europe and Northern America,High income,Latvia,2019,Sex,Male,
123737,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,2019,Sex,Female,
123738,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,2019,Sex,Male,
123739,MKD,Europe and Northern America,Upper middle income,North Macedonia,2019,Sex,Female,
123740,MKD,Europe and Northern America,Upper middle income,North Macedonia,2019,Sex,Male,
123741,MLT,Europe and Northern America,High income,Malta,2019,Sex,Female,
123742,MLT,Europe and Northern America,High income,Malta,2019,Sex,Male,
123743,MNE,Europe and Northern America,Upper middle income,Montenegro,2019,Sex,Female,
123744,MNE,Europe and Northern America,Upper middle income,Montenegro,2019,Sex,Male,
123745,NZL,Oceania,High income,New Zealand,2019,Sex,Female,
123746,NZL,Oceania,High income,New Zealand,2019,Sex,Male,
123747,OMN,Northern Africa and Western Asia,High income,Oman,2019,Sex,Female,
123748,OMN,Northern Africa and Western Asia,High income,Oman,2019,Sex,Male,
123749,PAK,Central and Southern Asia,Lower middle income,Pakistan,2019,Sex,Female,
123750,PAK,Central and Southern Asia,Lower middle income,Pakistan,2019,Sex,Male,
123751,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,2019,Sex,Female,
123752,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,2019,Sex,Male,
123753,POL,Europe and Northern America,High income,Poland,2019,Sex,Female,
123754,POL,Europe and Northern America,High income,Poland,2019,Sex,Male,
123755,PRT,Europe and Northern America,High income,Portugal,2019,Sex,Female,
123756,PRT,Europe and Northern America,High income,Portugal,2019,Sex,Male,
123757,QAT,Northern Africa and Western Asia,High income,Qatar,2019,Sex,Female,
123758,QAT,Northern Africa and Western Asia,High income,Qatar,2019,Sex,Male,
123759,RUS,Europe and Northern America,Upper middle income,Russian Fed.,2019,Sex,Female,
123760,RUS,Europe and Northern America,Upper middle income,Russian Fed.,2019,Sex,Male,
123761,SAU,Northern Africa and Western Asia,High income,Saudi Arabia,2019,Sex,Female,
123762,SAU,Northern Africa and Western Asia,High income,Saudi Arabia,2019,Sex,Male,
123763,SGP,Eastern and South-eastern Asia,High income,Singapore,2019,Sex,Female,
123764,SGP,Eastern and South-eastern Asia,High income,Singapore,2019,Sex,Male,
123765,SRB,Europe and Northern America,Upper middle income,Serbia,2019,Sex,Female,
123766,SRB,Europe and Northern America,Upper middle income,Serbia,2019,Sex,Male,
123767,SVK,Europe and Northern America,High income,Slovakia,2019,Sex,Female,
123768,SVK,Europe and Northern America,High income,Slovakia,2019,Sex,Male,
123769,SWE,Europe and Northern America,High income,Sweden,2019,Sex,Female,
123770,SWE,Europe and Northern America,High income,Sweden,2019,Sex,Male,
123771,TUR,Northern Africa and Western Asia,Upper middle income,Turkey,2019,Sex,Female,
123772,TUR,Northern Africa and Western Asia,Upper middle income,Turkey,2019,Sex,Male,
123773,ZAF,Sub-Saharan Africa,Upper middle income,South Africa,2019,Sex,Female,
123774,ZAF,Sub-Saharan Africa,Upper middle income,South Africa,2019,Sex,Male,
127450,ARE,Northern Africa and Western Asia,High income,U. A. Emirates,2019,Total,,
127451,AUS,Oceania,High income,Australia,2019,Total,,
127452,BHR,Northern Africa and Western Asia,High income,Bahrain,2019,Total,,
127453,CHL,Latin America and the Caribbean,High income,Chile,2019,Total,,
127454,CYP,Northern Africa and Western Asia,High income,Cyprus,2019,Total,,
127455,EGY,Northern Africa and Western Asia,Lower middle income,Egypt,2019,Total,,
127456,FIN,Europe and Northern America,High income,Finland,2019,Total,,
127457,FRA,Europe and Northern America,High income,France,2019,Total,,
127458,GEO,Northern Africa and Western Asia,Upper middle income,Georgia,2019,Total,,
127459,HKG,Eastern and South-eastern Asia,High income,"Hong Kong, China",2019,Total,,
127460,HUN,Europe and Northern America,High income,Hungary,2019,Total,,
127461,IRL,Europe and Northern America,High income,Ireland,2019,Total,,
127462,IRN,Central and Southern Asia,Lower middle income,"Iran, Isl. Rep.",2019,Total,,
127463,ISR,Northern Africa and Western Asia,High income,Israel,2019,Total,,
127464,ITA,Europe and Northern America,High income,Italy,2019,Total,,
127465,JOR,Northern Africa and Western Asia,Lower middle income,Jordan,2019,Total,,
127466,JPN,Eastern and South-eastern Asia,High income,Japan,2019,Total,,
127467,KAZ,Central and Southern Asia,Upper middle income,Kazakhstan,2019,Total,,
127468,KWT,Northern Africa and Western Asia,High income,Kuwait,2019,Total,,
127469,LBN,Northern Africa and Western Asia,Lower middle income,Lebanon,2019,Total,,
127470,LTU,Europe and Northern America,High income,Lithuania,2019,Total,,
127471,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,2019,Total,,
127472,MYS,Eastern and South-eastern Asia,Upper middle income,Malaysia,2019,Total,,
127473,NOR,Europe and Northern America,High income,Norway,2019,Total,,
127474,NZL,Oceania,High income,New Zealand,2019,Total,,
127475,OMN,Northern Africa and Western Asia,High income,Oman,2019,Total,,
127476,PRT,Europe and Northern America,High income,Portugal,2019,Total,,
127477,QAT,Northern Africa and Western Asia,High income,Qatar,2019,Total,,
127478,ROU,Europe and Northern America,High income,Romania,2019,Total,,
127479,RUS,Europe and Northern America,Upper middle income,Russian Fed.,2019,Total,,
127480,SAU,Northern Africa and Western Asia,High income,Saudi Arabia,2019,Total,,
127481,SGP,Eastern and South-eastern Asia,High income,Singapore,2019,Total,,
127482,SWE,Europe and Northern America,High income,Sweden,2019,Total,,
127483,TUR,Northern Africa and Western Asia,Upper middle income,Turkey,2019,Total,,
127484,USA,Europe and Northern America,High income,United States,2019,Total,,
127485,ZAF,Sub-Saharan Africa,Upper middle income,South Africa,2019,Total,,
127486,ARE,Northern Africa and Western Asia,High income,U. A. Emirates,2019,Sex,Female,
127487,ARE,Northern Africa and Western Asia,High income,U. A. Emirates,2019,Sex,Male,
127488,AUS,Oceania,High income,Australia,2019,Sex,Female,
127489,AUS,Oceania,High income,Australia,2019,Sex,Male,
127490,BHR,Northern Africa and Western Asia,High income,Bahrain,2019,Sex,Female,
127491,BHR,Northern Africa and Western Asia,High income,Bahrain,2019,Sex,Male,
127492,CHL,Latin America and the Caribbean,High income,Chile,2019,Sex,Female,
127493,CHL,Latin America and the Caribbean,High income,Chile,2019,Sex,Male,
127494,CYP,Northern Africa and Western Asia,High income,Cyprus,2019,Sex,Female,
127495,CYP,Northern Africa and Western Asia,High income,Cyprus,2019,Sex,Male,
127496,EGY,Northern Africa and Western Asia,Lower middle income,Egypt,2019,Sex,Female,
127497,EGY,Northern Africa and Western Asia,Lower middle income,Egypt,2019,Sex,Male,
127498,FIN,Europe and Northern America,High income,Finland,2019,Sex,Female,
127499,FIN,Europe and Northern America,High income,Finland,2019,Sex,Male,
127500,FRA,Europe and Northern America,High income,France,2019,Sex,Female,
127501,FRA,Europe and Northern America,High income,France,2019,Sex,Male,
127502,GEO,Northern Africa and Western Asia,Upper middle income,Georgia,2019,Sex,Female,
127503,GEO,Northern Africa and Western Asia,Upper middle income,Georgia,2019,Sex,Male,
127504,HKG,Eastern and South-eastern Asia,High income,"Hong Kong, China",2019,Sex,Female,
127505,HKG,Eastern and South-eastern Asia,High income,"Hong Kong, China",2019,Sex,Male,
127506,HUN,Europe and Northern America,High income,Hungary,2019,Sex,Female,
127507,HUN,Europe and Northern America,High income,Hungary,2019,Sex,Male,
127508,IRL,Europe and Northern America,High income,Ireland,2019,Sex,Female,
127509,IRL,Europe and Northern America,High income,Ireland,2019,Sex,Male,
127510,IRN,Central and Southern Asia,Lower middle income,"Iran, Isl. Rep.",2019,Sex,Female,
127511,IRN,Central and Southern Asia,Lower middle income,"Iran, Isl. Rep.",2019,Sex,Male,
127512,ISR,Northern Africa and Western Asia,High income,Israel,2019,Sex,Female,
127513,ISR,Northern Africa and Western Asia,High income,Israel,2019,Sex,Male,
127514,ITA,Europe and Northern America,High income,Italy,2019,Sex,Female,
127515,ITA,Europe and Northern America,High income,Italy,2019,Sex,Male,
127516,JOR,Northern Africa and Western Asia,Lower middle income,Jordan,2019,Sex,Female,
127517,JOR,Northern Africa and Western Asia,Lower middle income,Jordan,2019,Sex,Male,
127518,JPN,Eastern and South-eastern Asia,High income,Japan,2019,Sex,Female,
127519,JPN,Eastern and South-eastern Asia,High income,Japan,2019,Sex,Male,
127520,KAZ,Central and Southern Asia,Upper middle income,Kazakhstan,2019,Sex,Female,
127521,KAZ,Central and Southern Asia,Upper middle income,Kazakhstan,2019,Sex,Male,
127522,KWT,Northern Africa and Western Asia,High income,Kuwait,2019,Sex,Female,
127523,KWT,Northern Africa and Western Asia,High income,Kuwait,2019,Sex,Male,
127524,LBN,Northern Africa and Western Asia,Lower middle income,Lebanon,2019,Sex,Female,
127525,LBN,Northern Africa and Western Asia,Lower middle income,Lebanon,2019,Sex,Male,
127526,LTU,Europe and Northern America,High income,Lithuania,2019,Sex,Female,
127527,LTU,Europe and Northern America,High income,Lithuania,2019,Sex,Male,
127528,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,2019,Sex,Female,
127529,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,2019,Sex,Male,
127530,MYS,Eastern and South-eastern Asia,Upper middle income,Malaysia,2019,Sex,Female,
127531,MYS,Eastern and South-eastern Asia,Upper middle income,Malaysia,2019,Sex,Male,
127532,NOR,Europe and Northern America,High income,Norway,2019,Sex,Female,
127533,NOR,Europe and Northern America,High income,Norway,2019,Sex,Male,
127534,NZL,Oceania,High income,New Zealand,2019,Sex,Female,
127535,NZL,Oceania,High income,New Zealand,2019,Sex,Male,
127536,OMN,Northern Africa and Western Asia,High income,Oman,2019,Sex,Female,
127537,OMN,Northern Africa and Western Asia,High income,Oman,2019,Sex,Male,
127538,PRT,Europe and Northern America,High income,Portugal,2019,Sex,Female,
127539,PRT,Europe and Northern America,High income,Portugal,2019,Sex,Male,
127540,QAT,Northern Africa and Western Asia,High income,Qatar,2019,Sex,Female,
127541,QAT,Northern Africa and Western Asia,High income,Qatar,2019,Sex,Male,
127542,ROU,Europe and Northern America,High income,Romania,2019,Sex,Female,
127543,ROU,Europe and Northern America,High income,Romania,2019,Sex,Male,
127544,RUS,Europe and Northern America,Upper middle income,Russian Fed.,2019,Sex,Female,
127545,RUS,Europe and Northern America,Upper middle income,Russian Fed.,2019,Sex,Male,
127546,SAU,Northern Africa and Western Asia,High income,Saudi Arabia,2019,Sex,Female,
127547,SAU,Northern Africa and Western Asia,High income,Saudi Arabia,2019,Sex,Male,
127548,SGP,Eastern and South-eastern Asia,High income,Singapore,2019,Sex,Female,
127549,SGP,Eastern and South-eastern Asia,High income,Singapore,2019,Sex,Male,
127550,SWE,Europe and Northern America,High income,Sweden,2019,Sex,Female,
127551,SWE,Europe and Northern America,High income,Sweden,2019,Sex,Male,
127552,TUR,Northern Africa and Western Asia,Upper middle income,Turkey,2019,Sex,Female,
127553,TUR,Northern Africa and Western Asia,Upper middle income,Turkey,2019,Sex,Male,
127554,USA,Europe and Northern America,High income,United States,2019,Sex,Female,
127555,USA,Europe and Northern America,High income,United States,2019,Sex,Male,
127556,ZAF,Sub-Saharan Africa,Upper middle income,South Africa,2019,Sex,Female,
127557,ZAF,Sub-Saharan Africa,Upper middle income,South Africa,2019,Sex,Male,
130259,ARE,Northern Africa and Western Asia,High income,U. A. Emirates,2011,Total,,
130260,AUS,Oceania,High income,Australia,2011,Total,,
130261,AUT,Europe and Northern America,High income,Austria,2011,Total,,
130262,AZE,Northern Africa and Western Asia,Upper middle income,Azerbaijan,2011,Total,,
130263,BWA,Sub-Saharan Africa,Upper middle income,Botswana,2011,Total,,
130264,CZE,Europe and Northern America,High income,Czechia,2011,Total,,
130265,DEU,Europe and Northern America,High income,Germany,2011,Total,,
130266,ESP,Europe and Northern America,High income,Spain,2011,Total,,
130267,FIN,Europe and Northern America,High income,Finland,2011,Total,,
130268,GEO,Northern Africa and Western Asia,Upper middle income,Georgia,2011,Total,,
130269,HKG,Eastern and South-eastern Asia,High income,"Hong Kong, China",2011,Total,,
130270,HND,Latin America and the Caribbean,Lower middle income,Honduras,2011,Total,,
130271,HRV,Europe and Northern America,High income,Croatia,2011,Total,,
130272,HUN,Europe and Northern America,High income,Hungary,2011,Total,,
130273,IRL,Europe and Northern America,High income,Ireland,2011,Total,,
130274,IRN,Central and Southern Asia,Lower middle income,"Iran, Isl. Rep.",2011,Total,,
130275,ITA,Europe and Northern America,High income,Italy,2011,Total,,
130276,LTU,Europe and Northern America,High income,Lithuania,2011,Total,,
